row,url,skip_reason
285,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=52190&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=52190&StatusTyp"
286,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=57578&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=57578&StatusTyp"
287,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=57599&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=57599&StatusTyp"
288,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=51033&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=51033&StatusTyp"
289,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=51046&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=51046&StatusTyp"
290,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=52038&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=52038&StatusTyp"
321,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=50414&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=50414&StatusTyp"
322,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=50936&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=50936&StatusTyp"
323,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=53169&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=53169&StatusTyp"
324,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=53239&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=53239&StatusTyp"
325,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=56700&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=56700&StatusTyp"
326,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=54876&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=54876&StatusTyp"
327,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=54925&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=54925&StatusTyp"
328,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=51810&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=51810&StatusTyp"
329,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=60431&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=60431&StatusTyp"
330,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=60464&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=60464&StatusTyp"
381,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=59925&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=59925&StatusTyp"
382,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=58460&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=58460&StatusTyp"
383,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=58763&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=58763&StatusTyp"
384,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=58598&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=58598&StatusTyp"
385,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=59735&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=59735&StatusTyp"
386,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=59024&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=59024&StatusTyp"
387,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=58668&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=58668&StatusTyp"
388,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=100126&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=100126&StatusTy"
389,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=775&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=775&StatusType="
390,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=54452&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=54452&StatusTyp"
411,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=43284&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=43284&StatusTyp"
412,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=42676&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=42676&StatusTyp"
413,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=42677&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=42677&StatusTyp"
414,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=42671&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=42671&StatusTyp"
415,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=42086&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=42086&StatusTyp"
416,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=42117&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=42117&StatusTyp"
417,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=42152&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=42152&StatusTyp"
418,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=42163&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=42163&StatusTyp"
419,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=57144&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=57144&StatusTyp"
420,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=75559&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=75559&StatusTyp"
441,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=1316&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=1316&StatusType"
442,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=1319&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=1319&StatusType"
443,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=1378&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=1378&StatusType"
444,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=1923&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=1923&StatusType"
445,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=1857&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=1857&StatusType"
446,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=1858&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=1858&StatusType"
447,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=2621&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=2621&StatusType"
448,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=2640&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=2640&StatusType"
449,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=2647&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=2647&StatusType"
450,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=2917&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=2917&StatusType"
471,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=5252&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=5252&StatusType"
472,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=5365&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=5365&StatusType"
473,"https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=5366&StatusType=","After 2 retries: page.goto: Navigation to 'https://app.pestpac.com/leads/detail.asp?Mode=Edit&SalesOppID=5366&StatusType"
